text,label,phishing_type,severity,confidence
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Regards,
Alex Wong",1,social_engineering_advanced,high,0.88
"Account holder, this is the cia accounts team. There are security concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Compliance Team,
Casey Garcia",1,authority_scam,high,0.86
"Account holder, this is an time sensitive notice regarding your account. Your access will be limited soon. To avoid interruption, respond asap. This offer is time sensitive and expires midnight. Follow the instructions now.

Account Services,
Alex Singh",1,urgency,high,0.92
"Dear customer, we detected a login attempt on your account. To authenticate access, please validate your information. Your account may be restricted until you recover it.

Sincerely,
Riley Nguyen",1,social_engineering,high,0.81
"Hello, this is the fraud prevention compliance team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Compliance Team,
Riley Martinez",1,authority_scam,high,0.92
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Alex Brown",0,legitimate,low,0.98
"Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Cameron Nguyen",0,legitimate,low,0.97
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Security Team,
Avery Lee",1,tech_support,high,0.92
"Hi there, your account has been locked. Use the secure link to update password and restore access. Enter your username and password to continue.

Risk Operations,
Jamie Wong",1,credential_harvesting,high,0.79
"Thanks for attending the workshop. Here are links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Taylor Kim",0,legitimate,low,0.97
"Notice, we detected a login attempt on your account. To verify access, please validate your information. Your account may be temporarily on hold until you reactivate it.

Security Team,
Cameron Kim",1,social_engineering,high,0.9
"Account holder, this is an act fast notice regarding your account. Your access will expire today. To avoid interruption, respond asap. This offer is last chance and expires midnight. Follow the instructions immediately.

Regards,
Riley Brown",1,urgency,medium,0.86
"Notice, your profile has been locked. Use the secure link to update password and restore access. Enter your verification code to continue.

Compliance Team,
Sam Singh",1,credential_harvesting,high,0.84
"Hi there, this is an expires midnight notice regarding your account. Your access will be limited soon. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions now.

Compliance Team,
Cameron Patel",1,urgency,high,0.92
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

IT Desk,
Riley Wong",1,generic_phishing,low,0.74
"Attention, this is the federal compliance team. There are security concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Risk Operations,
Jamie Kim",1,authority_scam,high,0.84
"Notice, we detected unusual activity on your account. To restore access, please confirm your information. Your account may be restricted until you reactivate it.

Regards,
Casey Patel",1,social_engineering,high,0.92
"Attention, we detected a login attempt on your account. To verify access, please update your information. Your account may be restricted until you recover it.

Regards,
Alex Garcia",1,social_engineering,high,0.84
"Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Jamie Lee",0,legitimate,low,0.96
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Jordan Brown",0,legitimate,low,0.97
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Account Services,
Riley Kim",1,social_engineering_advanced,high,0.84
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Account Services,
Alex Kim",1,romance_dating,medium,0.86
"Hello, we detected a security alert on your account. To authenticate access, please confirm your information. Your account may be restricted until you recover it.

Sincerely,
Jordan Martinez",1,social_engineering,high,0.77
"Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

I'll share the slides later today.

Best,
Sam Martinez",0,legitimate,low,0.97
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Jamie Nguyen",0,legitimate,low,0.98
